	121	3198	214	3412
	122	3191	60	3251
	123	3271	52	3323
	124	3244	72	3316
	125	3527	62	3589
	126	3234	57	3291
	127	3327	58	3385
	128	3468	58	3526
	129	3323	63	3386
	130	3204	50	3254
	131	3265	59	3324
	132	2818	58	2876
	133	2791	58	2849
	134	2834	56	2890
	135	2969	57	3026
	136	2563	46	2609
	137	2696	50	2746
	138	2370	43	2413
	139	2500	44	2544
	140	2341	47	2388
	141	2375	40	2415
